"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lmcd1",215.982311005115,0.80126604032857,0.760989979842686,1.05292587491653,0.292374966134164,0.815825720803405
"Kctd6",138.212285623119,0.543100736461036,0.515804641231046,1.05291944478213,0.292377913409192,0.815825720803405
"Dnah2",23.0329031038146,0.637964998553335,0.605935266170444,1.05285999044968,0.292405165459655,0.815825720803405
"Tnrc6b",624.202414949257,-0.381901474900179,0.362806966515665,-1.05262993863622,0.292510630257429,0.815894859860474
"Cat",784.619951793333,-0.407559254394526,0.387199051723825,-1.05258329683417,0.292532015807859,0.815894859860474
"Gm3636",4.97067652347825,1.50075097351926,1.42621689048443,1.0522599918232,0.292680281988043,0.81616599828063
"Rnf227",15.7475502653518,-0.951587084140581,0.904472934989868,-1.05209017022852,0.292758181593635,0.816240852657384
"Fkbp7",197.19656700549,-0.608426845926881,0.578440264082345,-1.05184041240993,0.292872774383116,0.816305670012228
"Mat2a",1298.11970939068,-0.343255262980482,0.326345064036908,-1.05181692878818,0.292883550584233,0.816305670012228
"Olfr856-ps1",1.01788629886262,-3.27217214192491,3.11291556808449,-1.05115994004888,0.29318513849877,NA
"Gm13582",1.01760383010516,-3.27179979591281,3.11306782804044,-1.05098892046059,0.293263678496469,NA
"Myoz2",6.48132819297631,2.68636961018322,2.55606677529249,1.05097786808634,0.293268754736667,0.816880895046379
"Prr3",198.193579002265,-0.353528033896726,0.336385148702907,-1.05096207504975,0.293276008415949,0.816880895046379
"Psmg4",90.8561811588109,0.431075492380189,0.410174080681965,1.05095741706417,0.293278147833306,0.816880895046379
"4930453N24Rik",136.724875970788,0.358055780234472,0.340706267065237,1.05092220145722,0.293294322735111,0.816880895046379
"Tbc1d4",203.937764207423,0.588353082624344,0.559984009004389,1.0506605066641,0.293414540682751,0.816908179749115
"Rbp7",10.3228526569331,1.61654267850628,1.53863058497664,1.05063729675621,0.293425204498893,0.816908179749115
"Svip",65.4492319162461,0.524393506343473,0.499219997283243,1.05042568245909,0.293522442900009,0.816908179749115
"Sox7",64.3263944386072,-0.860673617577482,0.81936241043845,-1.05041872389158,0.293525640782537,0.816908179749115
"Cyp4f18",142.359514105345,0.661224432083067,0.62953082289065,1.05034480924522,0.293559610474677,0.816908179749115
"Slc36a3os",1.39661734849723,4.14466188504189,3.94628475846046,1.05026933906787,0.29359429777894,NA
"Cenpv",106.798253005405,0.882274910686879,0.840278352548096,1.049979340788,0.29372761122257,0.81695202288694
"Bmpr1a",897.514789452192,-0.392765491781855,0.374070068665392,-1.0499783989218,0.293728044268616,0.81695202288694
"Lrrc36",10.32405498202,1.85632396408875,1.76810675248759,1.04989360030272,0.293767034264755,0.81695202288694
"4931440P22Rik",58.5530559722054,0.814816947153065,0.776135550443738,1.04983845500597,0.293792391669056,0.81695202288694
"Commd7",264.984158016122,0.332652216712133,0.316902931724212,1.04969750485498,0.293857211301703,0.81695202288694
"Ube2h",1190.43633874334,-0.422504195435731,0.402521549032223,-1.04964366864719,0.293881971828535,0.81695202288694
"9330158H04Rik",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Gm11967",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Gm12409",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Gm13001",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Gm15517",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Ly6g6c",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Mir202",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Nxph2",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Olfr49",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Slc22a12",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Tacr3",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Vmn2r9",1.45834130254065,4.14175432089008,3.94636329214566,1.04951166790278,0.293942687969022,NA
"Frrs1l",2.33408035693047,3.77300118196511,3.59685690674293,1.04897172164174,0.294191133641436,NA
"Ttll8",2.33398620067799,3.77300199184422,3.59689270688866,1.04896150630745,0.294195835383641,NA
"Cyb561",752.924522988882,0.522269119343874,0.498026055819591,1.0486783035566,0.294326203240995,0.818044682060812
"4930556N13Rik",2.33008117356977,3.77303559706126,3.59837930773772,1.04853748712593,0.29439104024698,NA
"Ctdspl2",358.840450128252,-0.507413522127881,0.483988505438179,-1.04839994426829,0.294454379223597,0.81825867558624
"Col4a1",11132.8334315439,-0.753445841070552,0.718764283019568,-1.04825164364774,0.294522682422113,0.818304477078184
"Vps45",125.569657239195,-0.539422922947619,0.514675572011475,-1.04808339910019,0.294600184103561,0.818304477078184
"Lypd1",275.811693915068,-0.655557567927458,0.625513648782131,-1.04803079709583,0.294624417968476,0.818304477078184
"Pfn2",107.689232942616,-0.629977770198555,0.601321972266554,-1.04765466630795,0.294797741223262,0.818482556815478
"Ccdc85a",14.9219875110827,-0.900650774621954,0.85991850964367,-1.04736758718586,0.294930074919166,0.818482556815478
"4833419F23Rik",5.93792628086434,1.54871794849013,1.47944991119995,1.04682013008064,0.295182544302226,0.818482556815478
"Gm46741",7.88293469733609,-0.942829533341128,0.900769778034192,-1.04669312440602,0.295241135864434,0.818482556815478
"Mylk",490.804970366543,-0.728841136419564,0.696334522965065,-1.04668246709366,0.295246052759462,0.818482556815478
"Pilrb2",104.007553262817,-0.905197063900355,0.864852005731223,-1.04664966711272,0.295261185817935,0.818482556815478
"Kcna3",25.7008800260881,-1.35318145315782,1.29287953512681,-1.04664155970657,0.295264926444439,0.818482556815478
"Ptprk",745.68636865322,0.344752304983154,0.329394156004481,1.04662544461919,0.295272361780216,0.818482556815478
"Ccdc181",90.2361640649427,0.57189751993955,0.546515334590073,1.04644368372301,0.295356233074809,0.818482556815478
"Miip",200.050824930648,0.47487580039691,0.453803202007646,1.04643554363662,0.295359989589215,0.818482556815478
"Phka1",138.000500227024,0.450490157146313,0.430512732631278,1.04640379482608,0.295374641442722,0.818482556815478
"Dnm1l",722.528086511187,-0.311737899161237,0.297927543979323,-1.04635474450416,0.295397278779395,0.818482556815478
"Espl1",207.542997972177,-0.943575930305565,0.901798054709408,-1.04632730729234,0.295409941902334,0.818482556815478
"Sec24d",871.93233197143,-0.430852958037377,0.411815842574419,-1.04622725377428,0.295456122779438,0.818482556815478
"A830082N09Rik",9.33629396458731,-0.977376599128704,0.934192193825943,-1.04622646773134,0.295456485605937,0.818482556815478
"Lrrn4",5.59334889489817,-1.86049972490307,1.77866499274882,-1.04600907562013,0.295556842235602,0.818618717397882
"Eya3",345.892796358527,-0.399642686591698,0.382116829935108,-1.04586517861452,0.295623283227596,0.818660909225631
"Atxn1",361.675693867075,-0.387807157925191,0.371064843991957,-1.04511964473141,0.295967675743479,0.819472676153619
"B330016D10Rik",36.2510814395538,0.741867856842833,0.70995374399063,1.04495238333812,0.296044977473051,0.819544771404617
"Nf1",464.754370244043,-0.39070319342032,0.373954564042944,-1.04478787261292,0.296121021131009,0.819613359560498
"Slc16a11",47.5415907032644,0.912851327123068,0.87407240153224,1.04436580484963,0.296316178087461,0.819713664781706
"Paqr4",208.200196311095,0.402475437099273,0.385426116520387,1.04423499043813,0.296376681913282,0.819713664781706
"Kat8",132.900159098937,0.626353447394112,0.599836401490833,1.04420713020646,0.296389568798185,0.819713664781706
"Uba5",448.523746953018,0.441062397761016,0.422443484598307,1.04407432909141,0.296451001748986,0.819713664781706
"Retreg3",597.050452715236,0.418546391165386,0.40092033385151,1.04396398941543,0.296502050660188,0.819713664781706
"Chpt1",150.753200199155,0.755246710110353,0.723452049369021,1.04394853918662,0.296509199214337,0.819713664781706
"Braf",335.11698492694,-0.259481242171978,0.248561093785987,-1.04393345804711,0.296516177108439,0.819713664781706
"Anapc15",77.104156594013,0.394289329966153,0.377775968928888,1.04371204733876,0.296618634299554,0.819743326954637
"Ern1",454.93279132909,-0.496031150606188,0.475314285558233,-1.04358561414502,0.296677151530819,0.819743326954637
"Riiad1",7.26295154256466,1.15008393793984,1.10205856745976,1.04357787498606,0.296680733706107,0.819743326954637
"Mafk",391.767582241742,0.412805071047943,0.395636869027274,1.0433938375432,0.296765926471081,0.819837025486983
"Mapk7",280.139933824645,-0.423637276341748,0.406217551937458,-1.04288274674791,0.297002601296896,0.820349099331975
"Trat1",1.28781759066921,3.98820132092127,3.82428184045311,1.04286281380578,0.297011834357403,NA
"Mrps9",210.97541383272,0.456380044478763,0.437768621184258,1.0425142926968,0.297173302479626,0.820578554921631
"Efnb1",769.135618744968,-0.411694585836619,0.394917744405361,-1.04248186279024,0.297188330080456,0.820578554921631
"Psg22",1.36643623305408,4.11447413245767,3.94710766478804,1.04240230616527,0.297225197747294,NA
"Smtnl1",1.36643623305408,4.11447413245767,3.94710766478804,1.04240230616527,0.297225197747294,NA
"Cbl",289.889788227808,-0.580985707139058,0.557398625887331,-1.04231636060132,0.297265029574688,0.820648597446131
"2310057J18Rik",10.129866735022,-1.56671031789705,1.50383894751558,-1.04180724969607,0.297501052307703,0.821158377631776
"4931428F04Rik",153.028559256564,-0.550731300619451,0.528770555282118,-1.04153170995994,0.297628844167622,0.821319293424471
"Rnf220",511.708869663648,0.475519164338095,0.456588976729052,1.04146001890947,0.297662099587251,0.821319293424471
"Gm3225",4.30897713442615,-1.38384346099615,1.32924391713065,-1.04107563943822,0.297840444533073,0.821619265549166
"Rpap1",300.422679733597,-0.370969569546131,0.356399674908896,-1.04088077420654,0.297930885653321,0.821619265549166
"Sap130",356.286267568495,-0.407330935114132,0.391376315613429,-1.04076541902056,0.297984433106199,0.821619265549166
"Gclc",1363.64241755025,0.857565663032392,0.824029204067763,1.04069814370544,0.298015665028038,0.821619265549166
"4930465K10Rik",2.15558477294677,-1.86575323454034,1.79332190742954,-1.04038947319537,0.298158990394629,NA
"Gm26688",4.97784867269809,2.55433424783173,2.45528855155446,1.04033973775284,0.298182088421556,0.821619265549166
"Ces2g",406.888500990591,1.16340131573204,1.11831672760667,1.04031468636069,0.298193723187668,0.821619265549166
"Ube2e1",356.37206699397,0.321599817999656,0.309168646148297,1.04020838466717,0.298243096884665,0.821619265549166
"Jmy",456.685906613732,-0.344965076148939,0.331697028098316,-1.04000050325048,0.298339666854864,0.821619265549166
"Memo1",361.728487465125,-0.418929685543409,0.402825762709792,-1.03997739053552,0.298350405007216,0.821619265549166
"Iscu",360.027466009763,0.479645654395256,0.461256888811841,1.03986664704517,0.298401859942117,0.821619265549166
"Mon2",811.446768149265,0.358637339713056,0.344923516274742,1.03975902712122,0.298451869246547,0.821619265549166
"Gm35549",3.45964516935039,2.24898184835075,2.1633253518554,1.03959482859195,0.298528180531542,0.821619265549166
"Prkaca",756.106882650443,-0.272666682139646,0.262391845893319,-1.03915836717923,0.2987310893609,0.821619265549166
"Ccdc159",38.4713211018827,-0.78403172486581,0.75453691406798,-1.03908995073391,0.298762904185482,0.821619265549166
"Opa1",530.226342972015,-0.36620842243322,0.352443915157008,-1.03905446138879,0.298779408232697,0.821619265549166
"Oas1g",14.6284881101422,1.1838630108196,1.1394014560285,1.03902185182919,0.298794573594318,0.821619265549166
"Zfp458",19.1573918469791,-1.04000561223578,1.00097147450254,-1.03899625386691,0.298806478511114,0.821619265549166
"Ak4",173.076581540429,-0.819614411042683,0.789078971918345,-1.0386975704727,0.298945411444676,0.821619265549166
"Clock",645.429018658238,-0.345898598745803,0.333044216447971,-1.03859662370038,0.298992376701996,0.821619265549166
"Riok3",1087.11513609997,0.452720360816785,0.435978826350754,1.03839987965967,0.299083925572755,0.821619265549166
"Fcer1g",397.860652239024,0.588616090967305,0.566851117064151,1.03839627946026,0.299085600990605,0.821619265549166
"Rad51",111.267137171475,-0.911543670922962,0.877882371858614,-1.03834374643277,0.299110048896706,0.821619265549166
"Zfpm2",85.7559202452545,-0.772279795838398,0.743766547522595,-1.03833628765743,0.299113520181867,0.821619265549166
"Iffo1",111.786541006738,0.709539718459722,0.683495646612066,1.03810422491606,0.299221534713399,0.821619265549166
"B4galnt3",39.3652848640758,0.914540023073047,0.881006066797542,1.03806325238758,0.299240608243748,0.821619265549166
"Cdc16",652.130488452183,-0.272275914821521,0.262305810322543,-1.03800946874459,0.299265646835176,0.821619265549166
"Selenok-ps1",3.70071807554352,1.9434810081206,1.8724074604273,1.03795837668639,0.299289433673206,0.821619265549166
"1700007L15Rik",10.6609731389137,1.2125421373631,1.16820463025596,1.03795354508861,0.29929168317682,0.821619265549166
"Ppp1r13b",337.544285459243,0.632949797425213,0.609933769725475,1.03773529003009,0.299393310507532,0.821619265549166
"Ppfia3",8.41203626927771,1.2175696720836,1.17332031595528,1.03771293782832,0.299403719788498,0.821619265549166
"E2f7",87.0443393622371,-0.92736531397196,0.893788541316518,-1.03756679695847,0.299471782630039,0.821619265549166
"Tcp10b",2.14758640622537,-1.85992052565104,1.79258403131497,-1.03756392624265,0.29947311972473,NA
"Nudt2",70.3204730146749,-0.520678483737987,0.501871292251011,-1.03747413286506,0.299514944840105,0.821619265549166
"Rwdd3",20.0566485002798,0.721674185820842,0.695612608551504,1.03746564819118,0.299518897142224,0.821619265549166
"Ube4b",827.108902007945,-0.322816687904162,0.311164947715415,-1.03744554222541,0.29952826297416,0.821619265549166
"Irf3",388.247677932835,0.547744970035707,0.528019800761202,1.03735687420447,0.299569568955157,0.821619265549166
"Rsu1",412.10192938012,-0.377304634468276,0.36376621954093,-1.0372173505952,0.299634573695762,0.821656591710831
"Trim43a",1.52485253175161,-2.49920379490974,2.4095284162859,-1.03721698321453,0.299634744872657,NA
"Adipoq",1.27574514449196,3.97458694352419,3.83262512896361,1.0370403600101,0.299717048022663,NA
"Map3k15",626.256942325911,0.338708575357675,0.326633123054267,1.03696946650877,0.299750087324649,0.821721445174876
"Cd59b",5.19466806841104,-1.53906864917353,1.48423220109478,-1.03694600348807,0.299761022597103,0.821721445174876
"Zfhx2os",26.9497726513237,-0.77422965760808,0.746742869344915,-1.03680890624008,0.299824924026638,0.821755710682987
"Trmt61b",50.3157552423076,0.523326602731336,0.504889056844678,1.03651801447606,0.299960539616128,0.821974151613867
"1110004F10Rik",530.687758404652,0.331595279875143,0.319949817763266,1.03639777698043,0.300016607046473,0.821974151613867
"Plscr1",814.331346070263,0.434477723956001,0.419299882229081,1.03619805864536,0.300109752287795,0.821974151613867
"Slc25a53",16.8963940300114,0.729031558637817,0.703665167085541,1.03604895160199,0.30017930585093,0.821974151613867
"5430437J10Rik",5.59336692540594,1.68598822516455,1.62742798258465,1.03598330814424,0.300209929785511,0.821974151613867
"Naxd",428.648016079227,0.519767772594967,0.501717734287505,1.03597648054657,0.300213115110613,0.821974151613867
"Masp1",324.06572537277,0.944008639196325,0.911350487934051,1.0358348974348,0.30027917391072,0.821983019033324
"Prkg1",47.2635284226388,0.718383990281763,0.693588779765167,1.03574915171637,0.300319185223847,0.821983019033324
"Washc4",407.438007343135,-0.341785589390383,0.330074524191729,-1.03548006386537,0.30044477209877,0.822050352684693
"Lrrc14b",78.0308402550596,-0.571525686602618,0.551944840624016,-1.03547609206105,0.300446626054711,0.822050352684693
"Gm12610",23.7121184298621,-1.29155431150582,1.24782226365241,-1.03504669625416,0.300647104090016,0.822447965296876
"M6pr",1257.31257061593,0.290125349754706,0.280336422059935,1.03491850121665,0.300706973577974,0.822447965296876
"Palb2",37.8720486363774,-0.785099118237958,0.758671302371715,-1.03483434233459,0.300746281674206,0.822447965296876
"Bpifb1",3.36550666042793,3.40706352756908,3.29322394123505,1.03456782422496,0.300870786898419,NA
"Kcnk10",5.57352015555233,1.89440455474329,1.83134848246022,1.0344314983669,0.300934485455323,0.82273120592323
"2900093K20Rik",23.9820157701727,0.999150682117383,0.965930078083149,1.03439234866789,0.300952779898608,0.82273120592323
"Spats1",2.58711977346166,-1.69503749412714,1.63906011670943,-1.03415211977098,0.301065053787902,NA
"Cpxm2",538.375919814436,1.29800338005505,1.25527365497494,1.03404016718647,0.30111738571573,0.822813516794992
"Samd12",4.53618183713146,1.56548190987172,1.51410494422374,1.0339322355719,0.301167843788192,0.822813516794992
"Lamb1",3202.49976442793,-0.794769574251969,0.768731618370302,-1.0338713216153,0.301196323572826,0.822813516794992
"Irf5",372.098096041716,0.578982619500075,0.560016160387466,1.03386769963832,0.301198017052799,0.822813516794992
"Usp15",495.021391342139,0.377194695245879,0.364901260877909,1.03368975579419,0.301281223716452,0.822813516794992
"Marveld3",69.7196175796305,1.35470875345405,1.31059708696739,1.03365768696215,0.301296220752132,0.822813516794992
"Parp8",394.784793222469,-0.520010045405904,0.503169857223381,-1.03346819754954,0.301384845897269,0.822813516794992
"Cep83",201.479534512,0.489562293496723,0.473717724215535,1.03344727982772,0.301394630284073,0.822813516794992
"Cldn14",1.75769096240419,-4.06009074970459,3.92871210772977,-1.03344063865518,0.301397736775634,NA
"Gprc6a",1.75769096240419,-4.06009074970459,3.92871210772977,-1.03344063865518,0.301397736775634,NA
"L3hypdh",60.3514790218755,-0.711257906846578,0.688381986224339,-1.03323143411656,0.301495605730887,0.822853327604051
"Krt4",22.8118223603444,1.10844126565334,1.07284975710911,1.03317473701083,0.30152213311344,0.822853327604051
"Zmynd12",3.32524336866063,2.68486147193966,2.5987009683158,1.03315522050223,0.301531264836603,NA
"Cngb1",4.3981833067743,1.26864689060183,1.22806274567115,1.03304728937812,0.301581768851188,0.822853327604051
"Hyls1",44.3433445897357,-0.76831951221671,0.743822150615949,-1.0329344340989,0.301634583039372,0.822853327604051
"Il1bos",6.14692577276709,1.48470510080469,1.43746134785901,1.03286610315891,0.301666563650925,0.822853327604051
"Ccdc7b",1.46540156243755,-3.79758124246301,3.6772435920542,-1.03272496025796,0.301732629251818,NA
"Nacad",15.9498220746067,-0.85290563673564,0.82607614231492,-1.03247823420434,0.301848138921275,0.823208153690621
"Adra2a",192.148282281657,-0.309803601084574,0.300176011421856,-1.03207314807441,0.302037851808147,0.823585048073826
"Anln",625.97443687891,-1.09469956212451,1.06081320834904,-1.03194375174514,0.302098468357134,0.823609859076654
"Tbccd1",150.863267535736,0.756033467208113,0.732752009551769,1.03177262887424,0.30217864440592,0.823687977513631
"Zfr",915.076797895147,-0.288805424631713,0.27998502577492,-1.03150310925515,0.302304950905179,0.823806909311291
"Uimc1",281.152578747774,0.376757629591208,0.365266485221263,1.03145961875748,0.302325335393091,0.823806909311291
"Bco2",27.1165602066904,1.27314521042993,1.23454702337272,1.03126506024191,0.302416538364595,0.823914996393113
"Gprin2",2.36433661458758,2.8053650035182,2.72083122505797,1.03106910038436,0.302508416740696,NA
"Hnf1b",315.960022576613,0.65686241090656,0.637184717660882,1.03088224293564,0.302596044623973,0.824134802557363
"1700108F19Rik",3.44366252100616,-1.50085267660749,1.45590435175221,-1.0308731303682,0.302600318446971,0.824134802557363
"Olfml2a",50.761952550149,-0.986238296317071,0.957436901721145,-1.03008176783676,0.30297162311959,0.825005508229071
"Knl1",161.414206818268,-1.08068384470039,1.04935925965484,-1.0298511541756,0.303079883260181,0.825104846419816
"Siae",174.184685778035,-0.515244761765914,0.500342468380918,-1.02978418648575,0.303111325641057,0.825104846419816
"Mcm3",473.597653100376,-0.721426699119643,0.700705335587049,-1.02957215034653,0.303210894236729,0.825235370473713
"Gm20472",1.74814280760003,-2.97298882082449,2.88836036275687,-1.02929982669713,0.303338804719609,NA
"Cdc42ep1",1056.59471412067,0.649512190230699,0.631101120957433,1.02917293071091,0.303398420042143,0.825459961729931
"Fbxw5",427.83618540732,0.349668214584508,0.339762479376178,1.02915488263012,0.30340689960438,0.825459961729931
"Slc5a2",87.7382005602023,0.697812690176063,0.678102462031737,1.0290667402759,0.303448313948008,0.825459961729931
"Gm8369",3.1215052305166,1.72286596391221,1.67453279371788,1.02886367491617,0.30354374002116,NA
"Mex3c",901.171037477395,-0.530684268195458,0.515797416665514,-1.02886181870817,0.303544612397003,0.825581442393822
"Bmt2",248.675578444288,-0.421680439995799,0.409948480841405,-1.02861813057659,0.30365915478305,0.825657329775482
"Itgb8",25.1168089726881,0.680908238288359,0.662046380735922,1.02849023588267,0.303719281483804,0.825657329775482
"Srpk1",431.740727761126,-0.305835907989366,0.297371942939898,-1.02846255422011,0.303732296411621,0.825657329775482
"Mtres1",86.4369236345584,0.668217824600234,0.649822277457824,1.02830858187007,0.30380469546687,0.825657329775482
"Cd34",679.909098654001,-0.700959703508893,0.681859906262032,-1.02801132178539,0.303944502014708,0.825657329775482
"Fancd2",85.8063305065992,-0.94887084802934,0.923020798232811,-1.02800592342667,0.303947041351014,0.825657329775482
"AW549542",5.93626332249057,1.58009457037931,1.53711817244965,1.02795907217802,0.303969080322113,0.825657329775482
"Prdm8",37.3149323623136,-1.12827277774955,1.09780234616958,-1.02775584483517,0.304064691375815,0.825657329775482
"Speer3",1.72052514908507,-2.94936718688999,2.86978288410114,-1.02773182014213,0.304075995437847,NA
"Heatr1",462.025822272389,-0.3546184777778,0.345054493515703,-1.02771731550182,0.304082820274266,0.825657329775482
"Lrrtm3",3.86406647949704,2.12196719857537,2.06492743181801,1.02762313381015,0.304127137852968,0.825657329775482
"Wiz",685.74932030897,-0.281685577498073,0.274121337832117,-1.02759449419654,0.30414061519033,0.825657329775482
"Ptgs2os",4.60246076386675,2.11846922515548,2.06281999826493,1.02697725780114,0.304431173012481,0.826006407186583
"Ggn",21.6473525913984,-0.89895247138069,0.875347623746038,-1.0269662554559,0.304436353927094,0.826006407186583
"Pmepa1",2720.35075187501,-0.578491167241476,0.563341433677972,-1.02689263146258,0.304471024371412,0.826006407186583
"Smpdl3b",13.2750916784717,0.851144029159343,0.828862272675334,1.02688233886203,0.304475871492496,0.826006407186583
"Pop1",108.206681968888,-0.63831425981389,0.621723391619638,-1.02668528869572,0.304568678717737,0.82608988695235
"Spata24",21.0881984564259,0.857007301322152,0.834803537354949,1.0265975920964,0.304609988339532,0.82608988695235
"Lyzl4",2.62012218239473,2.9430999196541,2.86709534139495,1.02650926084033,0.304651600677104,NA
"Pax6os1",2.62012218239473,2.9430999196541,2.86709534139495,1.02650926084033,0.304651600677104,NA
"Cyth4",541.695505663739,0.882817347002408,0.860067501358797,1.02645123273193,0.304678939432844,0.82612026576358
"Aldoc",131.603006448914,0.734765746879564,0.715970176582383,1.02625188996964,0.304772868101521,0.82612026576358
"Arhgef3",613.851297184138,0.398027406997247,0.387880268487468,1.02616049161084,0.304815940681374,0.82612026576358
"Sf3a2",359.64500850546,0.413877921624516,0.403336661086112,1.02613514107549,0.304827888142826,0.82612026576358
"Dll4",142.919674116526,-0.640544063912029,0.624384045672206,-1.02588153613442,0.304947426798576,0.82622716543743
"Ndc1",239.626960343527,-0.664570102408111,0.647950648107876,-1.02564925947488,0.305056939493843,0.82622716543743
"Pgf",128.653278608629,-0.784040240379248,0.764459089839262,-1.02561438643382,0.305073383522267,0.82622716543743
"Gad1os",1.73991661908212,-2.96262365297773,2.88920634257607,-1.02541089202241,0.305169350975289,NA
"Ppargc1b",63.9483790582901,0.829003186629651,0.808528892422496,1.025322897424,0.305210855209195,0.82622716543743
"Rcc1l",191.153699961955,0.41102398071379,0.400924201129636,1.02519124451878,0.305272958660877,0.82622716543743
"Papolg",132.520141770199,-0.54063849217983,0.527396810747037,-1.02510762515616,0.30531240803054,0.82622716543743
"Dnajb13",14.6074485687377,1.14177130660637,1.1138743397505,1.02504498565082,0.305341961882411,0.82622716543743
"Cldn11",1.95627690563126,-2.95529298574392,2.88322988586652,-1.0249938793402,0.305366075680558,NA
"Pcyt2",402.257505984452,0.423013268778659,0.412705197457796,1.02497683911993,0.305374116151062,0.82622716543743
"Gm12167",2.10173853476313,3.66608233205829,3.57714040497449,1.02486397429637,0.305427375245537,NA
"Grem2",87.6575030140692,-0.81191391192328,0.792298814989652,-1.024757195849,0.30547776794851,0.82622716543743
"Pdlim7",1124.18650954852,-0.577073103419454,0.563214110773769,-1.02460696985494,0.305548674493998,0.82622716543743
"Gdf1",5.44201593791494,1.20108967344191,1.17231502713338,1.02454514839658,0.305577857341538,0.82622716543743
"Sned1",191.209968658101,-0.624327574927403,0.60946048592736,-1.02439385217472,0.305649284589327,0.82622716543743
"Wdr73",129.792470210423,0.435228286455694,0.424901985621718,1.02430278319097,0.305692283775612,0.82622716543743
"Ripk2",115.225948713045,-0.517549926569295,0.505291741364065,-1.02425961915019,0.3057126655363,0.82622716543743
"Sema6b",242.491419761598,0.359870024022828,0.351350319506203,1.02424846099073,0.305717934488393,0.82622716543743
"Tbxa2r",22.9251602545203,-0.933094486297806,0.911005487675192,-1.02424683376934,0.305718702877455,0.82622716543743
"Zfp568",259.146409139776,-0.366535175233744,0.357878379053112,-1.02418921255745,0.305745912974782,0.82622716543743
"Gm51627",3.66919690713676,1.41615153591731,1.38311851296703,1.02388300253419,0.305890539522899,0.826263812740575
"Prrc2b",2760.17516156593,-0.394028153717025,0.3848434532891,-1.02386606904555,0.305898538729425,0.826263812740575
"Bloc1s3",85.3144452109205,0.3782269002626,0.369431993404623,1.0238065652542,0.305926648810688,0.826263812740575
"Prlr",13.2729258892692,-1.81860685338435,1.77646409510935,-1.02372283143296,0.305966208258222,0.826263812740575
"Pde8a",152.637017945817,0.51720723696906,0.505298457929361,1.02356781195909,0.306039455055371,0.82632203478639
"Rnf113a1",26.6895305463524,0.691281761284905,0.675561789058784,1.02326948101671,0.306180449318108,0.826386884404139
"Septin3",20.8268309708826,1.11260100795167,1.08742168266446,1.0231550700971,0.306234532512207,0.826386884404139
"Gtf2a2",221.80488204594,0.338933531602685,0.331270736843614,1.02313151723597,0.30624566697275,0.826386884404139
"Slc36a1",327.736267509175,0.5084994376403,0.497154188640858,1.02282038300926,0.306392778820497,0.826386884404139
"AU022754",35.9215976801014,-1.44703905033923,1.4149914176711,-1.02264864102206,0.306474002675313,0.826386884404139
"Exoc3l2",74.6218914999969,0.804063898200539,0.786407812220612,1.02245156483132,0.306567225696527,0.826386884404139
"Mrpl22",128.311366706877,0.415235662370931,0.406141452614222,1.02239173001961,0.306595533096737,0.826386884404139
"Wdr92",106.636931888429,-0.413906239572603,0.404950219208651,-1.02211634897113,0.306725836129133,0.826386884404139
"Arpp19",603.60990238004,0.235876056581944,0.230772635770244,1.02211449721786,0.306726712453984,0.826386884404139
"Txnrd1",1346.74095876224,0.576129696139099,0.563695566206746,1.02205823617884,0.306753338253385,0.826386884404139
"Fbxo4",138.115846349485,0.359924521007188,0.352157808797519,1.02205463577874,0.306755042211667,0.826386884404139
"B230319C09Rik",4.73838093896062,-1.35179382842544,1.32262723508803,-1.02205201326848,0.306756283368807,0.826386884404139
"C130071C03Rik",9.79047838219233,-3.08427647447604,3.01778009600202,-1.02203486548344,0.306764398994201,0.826386884404139
"Ddi2",212.518681309054,-0.440858936214714,0.431374395057936,-1.02198679677199,0.306787149492623,0.826386884404139
"Nectin1",237.16133170766,-0.523758212303975,0.512570483657177,-1.02182671262491,0.306862923970763,0.82638801264004
"H1f2",707.546793913636,0.898079656168891,0.878947166174378,1.0217675085953,0.306890950837801,0.82638801264004
"Ncaph",203.073574643129,-0.924402513036173,0.904858979858725,-1.02159842982439,0.306971001147559,0.82640810454089
"Spsb3",303.471134812489,0.496442083883481,0.485977343539149,1.02153339138842,0.307001797264549,0.82640810454089
"Sncaip",15.2356168800729,-1.08917234277517,1.06644471704499,-1.02131158358884,0.307106840069963,0.826460289405772
"Cpne5",3.69560310225157,-1.62220550233794,1.58854831878679,-1.02118738420047,0.307165668287983,0.826460289405772
